Date,Open,High,Low,Close,Adj Close,Volume
2017-01-02,122.91999816894531,123.47599792480469,122.76000213623047,122.93000030517578,122.93000030517578,0
2017-01-03,122.85099792480469,123.31700134277344,122.5250015258789,122.87000274658203,122.87000274658203,0
2017-01-04,122.58300018310547,122.96700286865234,122.49299621582031,122.56999969482422,122.56999969482422,0
2017-01-05,122.9020004272461,123.00199890136719,122.08499908447266,122.95700073242188,122.95700073242188,0
2017-01-06,122.27300262451172,123.19999694824219,122.26200103759766,122.2300033569336,122.2300033569336,0
2017-01-09,123.36399841308594,123.69999694824219,122.43099975585938,123.34500122070312,123.34500122070312,0
2017-01-10,122.76599884033203,122.92500305175781,122.23259735107422,122.79299926757812,122.79299926757812,0
2017-01-11,122.26399993896484,122.60900115966797,121.94599914550781,122.2750015258789,122.2750015258789,0
2017-01-12,121.89900207519531,122.01200103759766,121.16999816894531,121.94200134277344,121.94200134277344,0
2017-01-13,121.75199890136719,122.39199829101562,121.66300201416016,121.70999908447266,121.70999908447266,0
2017-01-16,121.41200256347656,121.63200378417969,120.75,121.38999938964844,121.38999938964844,0
2017-01-17,121.00599670410156,121.36799621582031,120.55799865722656,121.02899932861328,121.02899932861328,0
2017-01-18,120.77899932861328,121.25299835205078,120.64800262451172,120.73899841308594,120.73899841308594,0
2017-01-19,121.9530029296875,122.41799926757812,121.78900146484375,121.95500183105469,121.95500183105469,0
2017-01-20,122.4800033569336,122.84600067138672,122.36799621582031,122.52999877929688,122.52999877929688,0
2017-01-23,121.94100189208984,122.20099639892578,121.4219970703125,121.9229965209961,121.9229965209961,0
2017-01-24,121.375,121.89800262451172,121.2040023803711,121.33799743652344,121.33799743652344,0
2017-01-25,122.16999816894531,122.22899627685547,121.62899780273438,122.12899780273438,122.12899780273438,0
2017-01-26,121.7249984741211,122.6510009765625,121.69000244140625,121.79000091552734,121.79000091552734,0
2017-01-27,122.25399780273438,123.2979965209961,122.23699951171875,122.26399993896484,122.26399993896484,0
2017-01-30,122.92500305175781,123.01100158691406,121.54199981689453,122.8499984741211,122.8499984741211,0
