Date,Open,High,Low,Close,Adj Close,Volume
2017-01-02,116.80999755859375,117.48500061035156,116.7249984741211,116.79499816894531,116.79499816894531,0
2017-01-03,117.48799896240234,118.59300231933594,117.28600311279297,117.49500274658203,117.49500274658203,0
2017-01-04,117.6780014038086,118.1760025024414,117.06800079345703,117.65899658203125,117.65899658203125,0
2017-01-05,117.05599975585938,117.08499908447266,115.29299926757812,117.11299896240234,117.11299896240234,0
2017-01-06,115.31800079345703,116.74400329589844,115.26300048828125,115.26499938964844,115.26499938964844,0
2017-01-09,117.15899658203125,117.52400207519531,116.18299865722656,117.1500015258789,117.1500015258789,0
2017-01-10,115.99600219726562,116.33300018310547,115.2030029296875,115.98500061035156,115.98500061035156,0
2017-01-11,115.875,116.83499908447266,115.68099975585938,115.87200164794922,115.87200164794922,0
2017-01-12,115.05500030517578,115.21900177001953,113.76000213623047,115.0979995727539,115.0979995727539,0
2017-01-13,114.69599914550781,115.38800048828125,114.28399658203125,114.66400146484375,114.66400146484375,0
2017-01-16,114.26200103759766,114.4489974975586,113.69599914550781,114.22699737548828,114.22699737548828,0
2017-01-17,114.1259994506836,114.2760009765625,112.73999786376953,114.1520004272461,114.1520004272461,0
2017-01-18,112.90799713134766,113.55500030517578,112.6449966430664,112.87799835205078,112.87799835205078,0
2017-01-19,114.73799896240234,115.52100372314453,114.4229965209961,114.76200103759766,114.76200103759766,0
2017-01-20,114.89399719238281,115.37000274658203,114.5459976196289,114.9800033569336,114.9800033569336,0
2017-01-23,113.85299682617188,114.03600311279297,112.9749984741211,113.80999755859375,113.80999755859375,0
2017-01-24,112.83799743652344,113.46800231933594,112.58000183105469,112.77999877929688,112.77999877929688,0
2017-01-25,113.90299987792969,113.96199798583984,113.08300018310547,113.83999633789062,113.83999633789062,0
2017-01-26,113.19200134277344,114.76799774169922,113.06700134277344,113.29299926757812,113.29299926757812,0
2017-01-27,114.42500305175781,115.33599853515625,114.4010009765625,114.45500183105469,114.45500183105469,0
2017-01-30,114.68299865722656,114.91500091552734,113.76399993896484,114.66799926757812,114.66799926757812,0
2017-01-31,113.69400024414062,113.93199920654297,112.08300018310547,113.6500015258789,113.6500015258789,0
2017-02-01,112.76799774169922,113.91500091552734,112.76799774169922,112.74299621582031,112.74299621582031,0
2017-02-02,113.24299621582031,113.24299621582031,112.0770034790039,113.31099700927734,113.31099700927734,0
2017-02-03,112.77899932861328,113.23200225830078,112.32350158691406,112.78900146484375,112.78900146484375,0
2017-02-06,112.64700317382812,112.77100372314453,112.02799987792969,112.63899993896484,112.63899993896484,0
2017-02-07,111.7979965209961,112.55899810791016,111.5989990234375,111.8270034790039,111.8270034790039,0
2017-02-08,112.4020004272461,112.5199966430664,111.64900207519531,112.38700103759766,112.38700103759766,0
2017-02-09,111.95500183105469,113.17900085449219,111.90299987792969,111.9520034790039,111.9520034790039,0
2017-02-10,113.43699645996094,113.83999633789062,113.3740005493164,113.43399810791016,113.43399810791016,0
2017-02-13,113.97000122070312,114.13500213623047,113.4520034790039,113.91400146484375,113.91400146484375,0
2017-02-14,113.6729965209961,114.43299865722656,113.27100372314453,113.70500183105469,113.70500183105469,0
2017-02-15,114.28600311279297,114.94100189208984,114.24099731445312,114.3010025024414,114.3010025024414,0
2017-02-16,114.13600158691406,114.13600158691406,113.22799682617188,114.11199951171875,114.11199951171875,0
2017-02-17,113.35199737548828,113.48300170898438,112.62899780273438,113.30500030517578,113.30500030517578,0
2017-02-20,112.9000015258789,113.23200225830078,112.83699798583984,112.91100311279297,112.91100311279297,0
2017-02-21,113.24299621582031,113.75399780273438,113.24299621582031,113.27999877929688,113.27999877929688,0
2017-02-22,113.65399932861328,113.65399932861328,112.91300201416016,113.66899871826172,113.66899871826172,0
2017-02-23,113.375,113.39700317382812,112.5770034790039,113.41699981689453,113.41699981689453,0
2017-02-24,112.6760025024414,112.94999694824219,112.06400299072266,112.68199920654297,112.68199920654297,0
2017-02-27,112.17400360107422,112.46800231933594,111.93499755859375,112.18800354003906,112.18800354003906,0
2017-02-28,112.73400115966797,112.7969970703125,111.78350067138672,112.74500274658203,112.74500274658203,0
2017-03-01,113.03399658203125,114.03800201416016,112.81400299072266,113.0770034790039,113.0770034790039,0
2017-03-02,114.09700012207031,114.53600311279297,113.84700012207031,114.12100219726562,114.12100219726562,0
2017-03-03,114.322998046875,114.52400207519531,114.07499694824219,114.34200286865234,114.34200286865234,0
2017-03-06,113.8239974975586,113.91300201416016,113.56050109863281,113.84700012207031,113.84700012207031,0
2017-03-07,113.91600036621094,114.14099884033203,113.73899841308594,113.91699981689453,113.91699981689453,0
2017-03-08,113.92400360107422,114.71600341796875,113.61799621582031,113.9260025024414,113.9260025024414,0
